1,-87.8004,-24.280567,111.1101
2,-66.0702,-40.4064,106.623733
3,-50.282867,-36.1149,85.888967
4,-26.232067,-45.6808,82.729967
5,24.3793,-46.8636,83.1339
6,48.670467,-37.5021,86.622033
7,64.272433,-41.6298,107.5955
8,86.662633,-26.8105,112.2034
9,86.2556,-2.975967,101.410967
10,96.6943,15.526867,113.562967
11,115.622367,9.654067,130.654667
12,121.479933,-16.353467,139.2989
13,102.9589,-34.3152,132.999633
14,96.119133,-53.7221,150.5181
15,69.868633,-63.344167,148.2468
16,54.3182,-58.756567,126.120433
17,26.791267,-66.034267,123.531267
18,13.2772,-73.8726,143.2434
19,12.454333,-58.269,101.5182
20,-14.7435,-58.293967,101.288633
21,-15.762233,-73.358667,143.0722
22,-29.446,-65.5453,123.1305
23,-56.7219,-57.223633,125.3066
24,-72.769333,-61.9192,147.151167
25,-98.773033,-52.279267,148.988933
26,-121.860133,-12.6812,138.086533
27,-104.4558,-31.457867,131.630733
28,-95.5146,18.6318,113.096733
29,-86.146,-0.610367,100.667867
30,-67.740667,7.7112,83.790133
31,-53.607733,-11.6675,73.4976
32,-38.862267,-2.6198,55.870033
33,-9.8421,-5.7139,25.786733
34,-21.830267,-16.137367,47.2606
35,-12.524933,-34.750967,61.729167
36,10.8886,-35.958733,61.903533
37,21.160367,-17.3577,47.434967
38,9.735,-5.726467,25.786733
39,39.311167,-3.983867,56.165267
40,53.330567,-13.2234,74.121967
41,38.6017,25.235367,64.1395
42,68.5255,6.483433,84.303
43,55.2319,30.7245,83.6543
44,56.7018,45.160133,100.879233
45,80.4341,39.4219,113.679933
46,79.926533,52.7808,132.8389
47,54.8007,66.754333,137.7837
48,29.225933,68.3688,124.556067
49,30.619467,60.1335,106.810567
50,20.6562,36.362767,65.331033
51,11.204067,56.825267,90.777167
52,-9.559367,57.116533,90.777533
53,-27.962767,60.759367,106.730633
54,-78.275367,41.579867,113.4845
55,-54.621833,46.665633,100.736433
56,-53.455733,32.039133,83.470933
57,-36.921633,25.682933,64.019
58,-19.684333,36.6666,65.3314
59,-29.167733,33.421867,312.6981
60,-27.003433,15.239533,320.5054
61,-49.5374,0.7103,333.112867
62,-45.597,-21.195,325.835933
63,-65.531667,-38.898733,320.624733
64,-58.041933,-58.719133,300.6997
65,-75.889733,-70.529167,285.126433
66,-63.0838,-82.0699,260.5178
67,-76.981533,-82.884,237.846967
68,-62.314733,-83.962233,212.175433
69,-76.322133,-78.055533,190.040767
70,-115.0612,-55.411133,171.469667
71,-104.070167,-68.131,192.0539
72,-119.0078,-65.171633,216.774767
73,-105.926567,-74.017933,240.433167
74,-119.420267,-66.805967,266.6381
75,-103.281167,-64.1313,288.660533
76,-112.802133,-46.610933,313.0828
77,-92.900433,-33.1884,329.473733
78,-139.226667,-37.091333,315.173633
79,-155.7099,-42.8504,292.092567
80,-145.424467,-55.044667,267.9793
81,-158.0941,-48.548067,244.188633
82,-145.171133,-51.463067,219.189033
83,-152.9018,-34.8379,197.360233
