1,-95.101233,47.0393,321.0739
2,-95.331033,65.433767,299.161567
3,-122.223733,63.966367,294.679967
4,-124.723267,70.9132,277.445233
5,-142.0299,66.7712,269.710667
6,-142.914367,66.0591,246.673467
7,-160.212667,51.734433,243.821433
8,-159.3282,52.446533,266.858633
9,-167.3448,39.249667,280.475333
10,-157.447767,33.7862,308.1678
11,-137.809233,44.476667,312.835233
12,-120.1778,31.386433,330.542767
13,-121.9507,3.555733,339.4547
14,-96.908233,-7.972233,341.633667
15,-92.900433,-33.1884,329.473733
16,-112.802133,-46.610933,313.0828
17,-139.226667,-37.091333,315.173633
18,-144.367433,-12.140833,329.3856
19,-162.233067,4.9994,315.806233
20,-175.539233,-2.5896,298.4814
21,-178.834833,17.4752,277.100967
22,-183.367667,8.756333,260.042967
23,-181.825967,-17.4556,265.9606
24,-174.156833,-25.4889,288.9797
25,-155.7099,-42.8504,292.092567
26,-145.424467,-55.044667,267.9793
27,-119.420267,-66.805967,266.6381
28,-103.281167,-64.1313,288.660533
29,-75.889733,-70.529167,285.126433
30,-63.0838,-82.0699,260.5178
31,-32.829533,-83.565833,257.027367
32,-17.762633,-73.421667,274.242433
33,-30.1691,-60.1157,293.306133
34,-58.041933,-58.719133,300.6997
35,-65.531667,-38.898733,320.624733
36,-45.597,-21.195,325.835933
37,-73.479867,8.222733,340.0616
38,-49.5374,0.7103,333.112867
39,-27.003433,15.239533,320.5054
40,-11.0075,2.687167,310.7727
41,-23.087267,-21.013833,313.658433
42,-15.1491,-40.114133,301.053667
43,8.375867,-38.7681,300.8302
44,23.352567,-57.0336,291.9513
45,12.234067,-71.6856,273.111067
46,26.359933,-82.309067,255.087267
47,50.058967,-55.653633,299.1121
48,57.058267,-38.3402,319.467133
49,38.237367,-22.603967,323.341933
50,16.261367,-21.6519,311.8658
51,4.816167,0.703067,309.203533
52,20.369533,13.359233,318.0424
53,42.3213,-1.9409,329.9485
54,56.129067,-81.295133,258.5772
55,68.7096,-69.2917,283.7618
56,97.145767,-67.1062,290.486433
57,114.9462,-71.574833,269.554633
58,141.488867,-58.414333,272.237167
59,151.2448,-44.2637,297.039767
60,133.393967,-39.238433,319.036267
61,105.8376,-48.920433,315.165467
62,84.400733,-33.7925,328.795867
63,65.280733,7.043233,338.516633
64,88.539267,-9.072133,341.2388
65,113.7531,4.802,341.1352
66,137.170933,-10.236367,332.563067
67,156.5621,7.815167,321.095033
68,171.7691,-0.4359,304.0366
69,170.228767,-23.5127,293.508133
70,154.304133,-49.262033,247.424733
71,173.333367,-30.413767,248.555133
72,179.502067,-18.815067,269.835933
73,183.2845,5.2968,262.816067
74,177.807767,18.300233,281.347567
75,-135.394767,67.870833,229.7212
76,-113.6281,74.6516,233.2419
77,-100.343067,76.6345,210.1986
78,-109.425967,68.3672,186.751833
79,-132.0958,51.008367,183.776467
